StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,samtycke,hon1,hon2,hon3,han1,han2,han3,hen1,hen2,hen3,control1,control2,control3,30f1,30f2,30f3,30f5,30f10,50f10,50f11,50f3,50f7,50f8,50f9,5030f7,50f12,50f17,50f13,75f1,75f2,75f4,75f5,70f3,Q60,Q62,GIS_1,GIS_2,GIS_3,GIS_4,essentialism_1,essentialism_2,essentialism_3,essentialism_4,essentialism_5,essentialism_6,essentialism_7,essentialism_8,hen_attitudes_1,hen_attitudes_2,hen_attitudes_3,hen_use,hen_hear,hen_fam,hen_fam_4_TEXT,Q66,Q68,Q70,Q72,token,han1 - Parent Topics,han1 - Topics
2020-11-13 10:24:52,2020-11-13 10:35:45,IP Address,94.234.44.63,100,653,True,2020-11-13 10:35:46,R_1gAaQR6vrQ9Fr3h,,,,,55.60589599609375,13.000701904296875,anonymous,EN,Jag har läst informationen ovan och samtycker till att vara med i studien,,,,,,,Hen står upp.,Hen paddlar antingen en sup eller kanot.,Hen tränar.,,,,Man,Man,Man,Man,Man,Man,Kvinna,Kvinna,Man,Kvinna,Man,Man,Man,Man,Kvinna,Man,Kvinna,Kvinna,Kvinna,Kvinna,38,Kvinna,5,5,5,5,2,2,"Stämmer inte alls
1","Stämmer inte alls
1",5,2,"Stämmer helt
7","Stämmer inte alls
1",2,"Mycket dåligt
1",5,Aldrig,Aldrig,"Nej, känner ingen som använder hen som sitt pronomen",,Hur man se på män o kvinnor och allt där emellan:),Nej.,Nej inte alls.,Ja en del såg ut som om dom kanske genomgått/genomgår nån form av könskorrigeringen.,uhfdxot,,
2020-11-13 10:25:21,2020-11-13 10:37:22,IP Address,83.254.218.81,100,720,True,2020-11-13 10:37:22,R_1LGWItxmwkCrjQp,,,,,59.2740936279296875,15.20660400390625,anonymous,EN,Jag har läst informationen ovan och samtycker till att vara med i studien,,,,,,,,,,Personen står på en bräda och paddlar.,Personen håller balans och paddlar framåt med hjälp av en paddel.,Antagligen är personen utövare av någon slags vattensport.,Man,Man,Man,Man,Man,Man,Kvinna,Kvinna,Man,Kvinna,Man,Kvinna,Kvinna,Man,Kvinna,Man,Kvinna,Kvinna,Kvinna,Kvinna,79,man,"Stämmer inte alls
1","Stämmer helt
7","Stämmer helt
7","Stämmer inte alls
1",4,4,"Stämmer inte alls
1",4,"Stämmer helt
7",4,"Stämmer inte alls
1","Stämmer inte alls
1",4,4,4,Aldrig,Någon gång om året,"Nej, känner ingen som använder hen som sitt pronomen",,Att alla kan inte med säkerhet bedömas vara man eller kvinna.,Nej,,Nej,grvdtaa,,
2020-11-13 10:31:38,2020-11-13 10:37:57,IP Address,83.249.250.206,100,379,True,2020-11-13 10:37:58,R_wOg8TIvPlsbots5,,,,,59.379302978515625,13.50360107421875,anonymous,EN,Jag har läst informationen ovan och samtycker till att vara med i studien,Hon paddlar på en SUP,Hon rör om i en stor gryta,Hon hoppar stavhopp,,,,,,,,,,Man,Man,Kvinna,Man,Man,Vet ej,Kvinna,Kvinna,Kvinna,Kvinna,Kvinna,Kvinna,Kvinna,Kvinna,Kvinna,Kvinna,Kvinna,Kvinna,Kvinna,Kvinna,24,Man,"Stämmer helt
7","Stämmer helt
7",,4,"Stämmer helt
7","Stämmer helt
7",2,6,"Stämmer inte alls
1",5,"Stämmer helt
7",5,6,"Mycket dåligt
1",3,Någon gång om året,Någon gång om året,"Nej, känner ingen som använder hen som sitt pronomen",,Fördomar,"Ja, politiskt korrekt.",Ja eftersom jag inte behöver försvara mina åsikter så att säga. I vanliga fall kanske jag hade svarat med socialt accepterat än jag kan göra nu.,Några var svåra att könsbestämma,psfxaut,,
2020-11-13 10:38:30,2020-11-13 10:47:00,IP Address,83.254.218.81,100,510,True,2020-11-13 10:47:01,R_1MXSP4uWSanqeL7,,,,,59.2740936279296875,15.20660400390625,anonymous,EN,Jag har läst informationen ovan och samtycker till att vara med i studien,Hon står på en bräda och paddlar framåt på ett vatten.,Hon balanserar och styr med hjälp av en paddel.,Hon är antagligen aktiv i en vattensport.,,,,,,,,,,Man,Man,Kvinna,Kvinna,Man,Man,Kvinna,Kvinna,Kvinna,Kvinna,Man,Man,Man,Man,Kvinna,Kvinna,Kvinna,Kvinna,Man,Man,79,man,"Stämmer inte alls
1","Stämmer helt
7","Stämmer helt
7","Stämmer inte alls
1",4,4,"Stämmer inte alls
1",4,"Stämmer helt
7",4,"Stämmer inte alls
1","Stämmer inte alls
1",4,4,4,Aldrig,Aldrig,"Nej, känner ingen som använder hen som sitt pronomen",,Att alla människor inte alltid är man eller kvinna.,Nej,,Nej,grvdtaa,,
2020-11-13 10:46:08,2020-11-13 11:03:14,IP Address,213.67.237.150,100,1025,True,2020-11-13 11:03:14,R_10TvicfnvVd9usl,,,,,59.149993896484375,16.850006103515625,anonymous,EN,Jag har läst informationen ovan och samtycker till att vara med i studien,,,,,,,,,,"personen tränar,kanske tävlar",personen paddlar,personen är solbrun,Man,Man,Kvinna,Man,Man,Man,Kvinna,Vet ej,Man,Man,Man,Man,Man,Kvinna,Man,Kvinna,Kvinna,Kvinna,Kvinna,Kvinna,55,kvinna,6,5,6,5,3,"Stämmer inte alls
1",2,3,2,2,5,"Stämmer inte alls
1",6,6,"Mycket bra
7",Någon gång i månaden,Någon gång om året,"Ja, en bekant,Ja, annan person (ange)",dotterns kompis,skillnader mellan män och kvinnor,nej,nej,"ibland var det svårt att se om det var en man eller en kvinna, kanske var bilderna ihopklipta",vxsrztv,,
2020-11-13 11:04:04,2020-11-13 11:10:50,IP Address,213.67.237.150,100,406,True,2020-11-13 11:10:51,R_1LSzReSpo0Q95FN,,,,,59.149993896484375,16.850006103515625,anonymous,EN,Jag har läst informationen ovan och samtycker till att vara med i studien,,,,,,,Hen tränar,Hen paddlar,Hen är solbrun,,,,Man,Man,Man,Man,Man,Man,Kvinna,Man,Man,Man,Man,Man,Man,Man,Man,Man,Kvinna,Kvinna,Kvinna,Man,55,kvinna,5,6,6,2,2,2,2,3,4,2,6,"Stämmer inte alls
1",5,5,6,Någon gång i månaden,Någon gång om året,"Ja, en bekant,Ja, annan person (ange)",dotterns kompis,skillnader mellan män och kvinnor,nej,nej,"ibland var det svårt att se, kanske var de ihopklipta ",vxsrztv,,
2020-11-13 11:14:40,2020-11-13 11:20:02,IP Address,213.67.237.150,100,322,True,2020-11-13 11:20:03,R_1CfE1Uh6zwGHgTO,,,,,59.149993896484375,16.850006103515625,anonymous,EN,Jag har läst informationen ovan och samtycker till att vara med i studien,,,,Han tränar,Han padlar,Han är solbränd,,,,,,,Man,Man,Man,Man,Man,Man,Vet ej,Man,Man,Man,Man,Man,Man,Man,Man,Man,Kvinna,Kvinna,Kvinna,Man,55,kvinna,5,6,5,5,2,2,2,2,2,3,6,"Stämmer inte alls
1",5,6,6,Någon gång i månaden,Någon gång om året,"Ja, en bekant,Ja, annan person (ange)",dotterns kompis,skillnaden mellan män och kvinnor,nej,nej,nej,vxsrztv,,
2020-11-13 11:11:14,2020-11-13 11:20:03,IP Address,81.225.155.158,100,528,True,2020-11-13 11:20:03,R_Tkpm05MfNdgA7dL,,,,,57.668701171875,12.57269287109375,anonymous,EN,Jag har läst informationen ovan och samtycker till att vara med i studien,,,,,,,,,,Personen står på knä på en sup-bräda,Personen paddlar,"Personen tar sig framåt ",Man,Man,Man,Man,,Man,Kvinna,Kvinna,Kvinna,Kvinna,Man,Kvinna,Kvinna,Kvinna,Man,Man,Kvinna,Kvinna,Kvinna,Kvinna,42,Kvinna,6,6,6,3,3,"Stämmer inte alls
1","Stämmer inte alls
1",6,5,3,3,"Stämmer inte alls
1",5,6,6,Någon gång i månaden,Någon gång i månaden,"Nej, känner ingen som använder hen som sitt pronomen",,Könstillhörighet och människors åsikter om det,Nej,Nej,Vissa såg ihopsatt ut,bnryrpz,,
2020-11-13 11:20:24,2020-11-13 11:25:18,IP Address,81.225.155.158,100,293,True,2020-11-13 11:25:18,R_24uVkPLxDXlgb2F,,,,,57.668701171875,12.57269287109375,anonymous,EN,Jag har läst informationen ovan och samtycker till att vara med i studien,Personen paddlar,Personen tar sig framåt,Personen står på en sup-bräda,,,,,,,,,,Man,Man,Kvinna,Man,Man,Man,Kvinna,Kvinna,Kvinna,Kvinna,Kvinna,Kvinna,Kvinna,Kvinna,Kvinna,Man,Kvinna,Kvinna,Kvinna,Kvinna,,,6,6,6,4,2,"Stämmer inte alls
1","Stämmer inte alls
1",2,2,2,3,"Stämmer inte alls
1",6,6,6,Någon gång i månaden,Någon gång i månaden,"Nej, känner ingen som använder hen som sitt pronomen",,Könstillhörighet och åsikter om det,Nej,Nej,Vissa såg ihopsatta ut,bnryrpz,,
2020-11-13 11:22:01,2020-11-13 11:27:10,IP Address,94.234.44.63,100,309,True,2020-11-13 11:27:10,R_1db3odJSofkoZ5X,,,,,55.60589599609375,13.000701904296875,anonymous,EN,Jag har läst informationen ovan och samtycker till att vara med i studien,,,,,,,Hen står upp.,Hen paddlar.,Hen paddlar sup eller kanot.,,,,Man,Man,Man,Man,Man,Man,Kvinna,Kvinna,Man,Kvinna,Man,Man,Man,Man,Kvinna,Man,Kvinna,Man,Kvinna,Kvinna,38,Kvinna,2,2,2,5,2,2,2,2,2,2,"Stämmer helt
7",5,3,2,2,Aldrig,Aldrig,"Nej, känner ingen som använder hen som sitt pronomen",,Män och kvinnor.,Nej.,Nej inte alls.,Kändes som att nån kom två gånger och att några påbörjat/genomgått nån form av könskorrigering.,uhfdxot,,
2020-11-13 11:23:42,2020-11-13 11:30:08,IP Address,213.112.115.56,100,386,True,2020-11-13 11:30:09,R_puQQ4DYopi2tDvr,,,,,59.361297607421875,17.971099853515625,anonymous,EN,Jag har läst informationen ovan och samtycker till att vara med i studien,,,,,,,,,,Har en paddel i handen,Står i en båt och paddlar,Paddlar i vatten,Man,Man,Kvinna,Man,Man,Man,Man,Kvinna,Man,Kvinna,Man,Kvinna,Kvinna,Kvinna,Kvinna,Man,Kvinna,Kvinna,Kvinna,Kvinna,45,Kvinna,"Stämmer inte alls
1","Stämmer helt
7","Stämmer helt
7","Stämmer helt
7",2,"Stämmer inte alls
1","Stämmer inte alls
1",4,2,"Stämmer helt
7",6,"Stämmer inte alls
1",6,6,"Mycket bra
7",Någon gång i månaden,Någon gång i månaden,"Nej, känner ingen som använder hen som sitt pronomen",,Könsidentitet,Nej,Nej,Ja de såg ihopklippta ut,axfpyxe,,
2020-11-13 11:38:53,2020-11-13 11:43:13,IP Address,176.10.140.230,100,259,True,2020-11-13 11:43:13,R_1jfE6IV3CTldd4R,,,,,56.744598388671875,15.9071044921875,anonymous,EN,Jag har läst informationen ovan och samtycker till att vara med i studien,,,,,,,,,,En person som står på en bräda,Ror med åror,"Anstränger sig ",Man,Man,Man,Man,Man,Man,Kvinna,Kvinna,Man,Kvinna,Man,Man,Kvinna,Kvinna,Kvinna,Man,Kvinna,Kvinna,Kvinna,Kvinna,38,Kvinna,"Stämmer inte alls
1","Stämmer helt
7","Stämmer helt
7","Stämmer inte alls
1","Stämmer helt
7","Stämmer helt
7","Stämmer helt
7","Stämmer helt
7","Stämmer inte alls
1","Stämmer helt
7","Stämmer helt
7","Stämmer inte alls
1",4,4,4,Någon gång i månaden,Någon gång i månaden,"Nej, känner ingen som använder hen som sitt pronomen",,"Könstillhörighet ",Ja,Nej,Ja,ympukxz,,
2020-11-13 11:37:28,2020-11-13 11:43:55,IP Address,88.129.134.34,100,386,True,2020-11-13 11:43:55,R_1pEdQ2htrwMpQBX,,,,,56.1616058349609375,15.5865936279296875,anonymous,EN,Jag har läst informationen ovan och samtycker till att vara med i studien,,,,"Han paddlar ","Han står upp och paddlar ","Han håller i en paddel ",,,,,,,Man,Man,Kvinna,Man,Man,Man,Kvinna,Kvinna,Kvinna,Kvinna,Man,Kvinna,Kvinna,Kvinna,Kvinna,Man,Kvinna,Kvinna,Kvinna,Kvinna,24,Kvinna,2,5,6,"Stämmer inte alls
1","Stämmer inte alls
1","Stämmer inte alls
1","Stämmer inte alls
1",3,"Stämmer inte alls
1","Stämmer inte alls
1","Stämmer helt
7","Stämmer inte alls
1","Mycket bra
7","Mycket bra
7","Mycket bra
7",Någon gång i månaden,Någon gång i månaden,"Nej, känner ingen som använder hen som sitt pronomen",,,,,,gnbfszy,,
2020-11-13 11:38:21,2020-11-13 11:45:35,IP Address,81.226.80.155,100,434,True,2020-11-13 11:45:35,R_1rk3n6UWDbY3bsq,,,,,58.5666961669921875,14,anonymous,EN,Jag har läst informationen ovan och samtycker till att vara med i studien,Paddlar kanot,Står och padlar,Paddlar,,,,,,,,,,Man,Man,Man,Man,Man,Man,Kvinna,Kvinna,Kvinna,Kvinna,Man,Man,Kvinna,Kvinna,Man,Man,Kvinna,Kvinna,Kvinna,Kvinna,49,Man,"Stämmer inte alls
1",4,"Stämmer helt
7",4,"Stämmer helt
7","Stämmer helt
7","Stämmer helt
7","Stämmer helt
7","Stämmer inte alls
1","Stämmer helt
7",4,"Stämmer inte alls
1","Mycket dåligt
1","Mycket dåligt
1","Mycket dåligt
1",Aldrig,Aldrig,"Nej, känner ingen som använder hen som sitt pronomen",,"Ingen aning att man ens tar fram en sådan undersökning ",Nej,Nej,Nej,ykztfrr,,
2020-11-13 11:30:41,2020-11-13 11:47:22,IP Address,5.241.49.140,100,1000,True,2020-11-13 11:47:23,R_2CZISAQ854iJCGZ,,,,,55.3751068115234375,13.1569061279296875,anonymous,EN,Jag har läst informationen ovan och samtycker till att vara med i studien,Hon står och paddlar kraftfullt framåt.,Hon balanserar när hon paddlar.,Hon paddlar ensam.,,,,,,,,,,Man,Man,Kvinna,Man,Man,Man,Kvinna,Kvinna,Kvinna,Kvinna,Kvinna,Man,Man,Man,Kvinna,Man,Kvinna,Kvinna,Kvinna,Kvinna,63,Kvinna,"Stämmer helt
7","Stämmer helt
7","Stämmer helt
7","Stämmer helt
7",5,2,2,3,6,2,4,"Stämmer inte alls
1",2,6,6,Aldrig,Någon gång i månaden,"Nej, känner ingen som använder hen som sitt pronomen",,Könsidentitet,Nej,Nej,Nej,nbstonn,,
2020-11-13 12:01:16,2020-11-13 12:08:00,IP Address,217.209.112.217,100,403,True,2020-11-13 12:08:02,R_czNHkgCbDVyTkiZ,,,,,56.1999969482421875,14.8332977294921875,anonymous,EN,Jag har läst informationen ovan och samtycker till att vara med i studien,,,,Står upp,På en surfbräda,Och paddlar,,,,,,,Man,Man,Man,Man,Man,Vet ej,Kvinna,Vet ej,Kvinna,Vet ej,Man,Vet ej,Vet ej,Vet ej,Kvinna,Man,Kvinna,Kvinna,Kvinna,Kvinna,54,Kvinna,"Stämmer helt
7","Stämmer inte alls
1","Stämmer inte alls
1","Stämmer helt
7","Stämmer inte alls
1","Stämmer inte alls
1","Stämmer inte alls
1","Stämmer inte alls
1","Stämmer helt
7",4,5,"Stämmer inte alls
1","Mycket dåligt
1",3,"Mycket dåligt
1",Någon gång om året,Någon gång per vecka,"Nej, känner ingen som använder hen som sitt pronomen",,Könsuppfattning,Nej,Nej,"Tveksam i en del fall, men svarade spontant",xturyhv,,
2020-11-13 12:09:52,2020-11-13 12:18:55,IP Address,81.232.120.110,100,542,True,2020-11-13 12:18:56,R_1QfJc3zH1Hp8O1m,,,,,57.7704925537109375,12.2689971923828125,anonymous,EN,Jag har läst informationen ovan och samtycker till att vara med i studien,"Hon paddlar framåt. ","Hon petar med en paddel i vattnet. ",Hon paddlar bräda i vattnet.,,,,,,,,,,Man,Man,Man,Man,Man,Man,Vet ej,Icke-binär,Icke-binär,Vet ej,Man,Man,Vet ej,Icke-binär,Kvinna,Man,Kvinna,Kvinna,Kvinna,Kvinna,49,Kvinna,"Stämmer inte alls
1",5,"Stämmer helt
7",2,3,5,"Stämmer inte alls
1",5,"Stämmer inte alls
1",5,6,"Stämmer inte alls
1",4,5,5,Någon gång om året,Någon gång i månaden,"Nej, känner ingen som använder hen som sitt pronomen",,Kön- utseende,Nej,Nej,"Ja en del såg läskiga ut som fantombilder på brottslingar. ",cqeyaph,,
2020-11-13 11:47:52,2020-11-13 12:27:44,IP Address,90.142.34.152,100,2392,True,2020-11-13 12:27:44,R_rl1V6hBZRxXhCJH,,,,,55.60589599609375,13.000701904296875,anonymous,EN,Jag har läst informationen ovan och samtycker till att vara med i studien,,,,,,,Hen håller i en åra/paddel,"Hen ser ut att paddla ","Hen står på en typ av suringbräda ",,,,Man,Man,Man,Man,Man,Man,Icke-binär,Kvinna,Man,Kvinna,Icke-binär,Vet ej,Kvinna,Icke-binär,Kvinna,,Kvinna,Kvinna,Kvinna,Kvinna,51,Kvinna,5,4,2,5,"Stämmer helt
7","Stämmer inte alls
1",5,"Stämmer helt
7",4,"Stämmer inte alls
1",4,2,4,4,"Mycket bra
7",Någon gång i månaden,Dagligen,"Ja, annan person (ange)","Elever i min sons klass och en i grundskolan och 2 personer nu på gymnasiet ","Åsikter om könsneutralitet, genusfrågor.","Nej, jag är själv säker på mina åsikter, dock kan jag känna lite att man förväntas svara på ett visst sätt.","Nej, dock är frågan om man räknar sig själv som feminist lite svår då det finns flera typer av feminister. Sedan är det också olika vad den enskilda individen identifierar vad feminism är.","Ja, något ansikte såg lite märkligt ut, nästan som att det var för bearbetat ut.",pzdsxqf,,
2020-11-13 12:14:28,2020-11-13 12:28:27,IP Address,92.34.77.139,100,839,True,2020-11-13 12:28:28,R_2VKFZEV4hMjdh5w,,,,,59.2740936279296875,15.20660400390625,anonymous,EN,Jag har läst informationen ovan och samtycker till att vara med i studien,,,,,,,Hen står upp,Hen använder en paddel,Hen tar sig framåt,,,,Man,Man,Man,Man,Man,Kvinna,Man,Kvinna,Man,Kvinna,Man,Man,Kvinna,Man,Kvinna,Man,Kvinna,Kvinna,Kvinna,Kvinna,23,Kvinna,3,5,5,3,2,2,2,2,4,4,6,"Stämmer inte alls
1",5,5,6,Någon gång om året,Någon gång i månaden,"Nej, känner ingen som använder hen som sitt pronomen",,Genus och vad som anses okej.,Att svara som att könsneutralt är ”bra”.,"Nej, försökte att undvika det.",De såg ut som om man photoshopat ihop 2 ansikten.,sfkasga,,
2020-11-13 12:13:33,2020-11-13 12:35:37,IP Address,45.138.141.155,100,1323,True,2020-11-13 12:35:38,R_2RU67oMrsN6XSbM,,,,,57.9302978515625,12.5334014892578125,anonymous,EN,Jag har läst informationen ovan och samtycker till att vara med i studien,,,,,,,,,,Personen tar sig fram med hjälp av en åra.,Personen ror kanske stående på en surfbräda.,Personen ror kanske stående på en flotte.,Man,Man,Vet ej,Man,Man,Man,Kvinna,Vet ej,Kvinna,Kvinna,Man,Vet ej,Kvinna,Kvinna,Man,Man,Kvinna,Kvinna,Kvinna,Kvinna,61,Kvinna,3,"Stämmer helt
7",5,"Stämmer helt
7","Stämmer helt
7","Stämmer helt
7","Stämmer helt
7","Stämmer helt
7","Stämmer inte alls
1","Stämmer helt
7","Stämmer helt
7","Stämmer inte alls
1","Mycket dåligt
1","Mycket dåligt
1","Mycket dåligt
1",Aldrig,Aldrig,"Nej, känner ingen som använder hen som sitt pronomen",,Hur samhället och individer förhåller sig till manligt eller kvinnligt.,Bara hur jag själv upplever frågorna ur mitt perspektiv.,Svarade bara ärligt så gott jag kunnat.,En del var självklara andra var lite svårare att avgöra.,bkqxrbb,,
2020-11-13 12:28:25,2020-11-13 12:40:11,IP Address,94.191.153.39,100,706,True,2020-11-13 12:40:12,R_3s5Hi0Bd7bHYzh6,,,,,59.32470703125,18.055999755859375,anonymous,EN,Jag har läst informationen ovan och samtycker till att vara med i studien,,,,Hen ser ut att hålla i en paddel,Hen ser ut att stå på en typ surfingbräda,Hen ser ut att ro,,,,,,,Man,Man,Icke-binär,Man,Man,Man,Icke-binär,Kvinna,Kvinna,Kvinna,Icke-binär,Icke-binär,Kvinna,Vet ej,Kvinna,,Kvinna,Kvinna,Icke-binär,Kvinna,51,Kvinna,3,3,2,5,5,"Stämmer inte alls
1",2,5,2,3,4,2,4,5,"Mycket bra
7",Någon gång i månaden,Dagligen,"Ja, annan person (ange)","Klasskamrater till sonen i gymnasiet ","Genusfrågor ",Lite,"Nej, jag har starka åsikter. ","Något ansikte såg lite ""bearbetat ut",pzdsxqf,,
2020-11-13 12:38:19,2020-11-13 12:45:08,IP Address,45.138.141.155,100,409,True,2020-11-13 12:45:09,R_2diRuQIfYMJZ0r3,,,,,57.9302978515625,12.5334014892578125,anonymous,EN,Jag har läst informationen ovan och samtycker till att vara med i studien,,,,,,,,,,En person som ror på sjön.,En person som ror stående på en surfbräda,En person som ror en flotte.,Man,Man,Man,Man,Man,Man,Kvinna,Kvinna,Man,Kvinna,Man,Kvinna,Kvinna,Man,Kvinna,Man,Kvinna,Man,Kvinna,Kvinna,61,Kvinna,2,"Stämmer helt
7","Stämmer helt
7",4,"Stämmer helt
7","Stämmer helt
7","Stämmer helt
7","Stämmer helt
7","Stämmer inte alls
1","Stämmer helt
7","Stämmer helt
7","Stämmer inte alls
1","Mycket dåligt
1","Mycket dåligt
1","Mycket dåligt
1",Aldrig,Aldrig,"Nej, känner ingen som använder hen som sitt pronomen",,Samhällets syn på manligt/kvinnligt samt vad jag själv anser.,Bara att jag måste svara ärligt och utifrån vad jag tycker.,Nej.,"En del var svåra, andra lätta.",bkqxrbb,,
2020-11-13 12:56:32,2020-11-13 13:03:35,IP Address,92.35.238.130,100,422,True,2020-11-13 13:03:35,R_DNTBo8oKvFcu53P,,,,,67.85400390625,20.2223968505859375,anonymous,EN,Jag har läst informationen ovan och samtycker till att vara med i studien,"Hon ser ut att utöva SUP (Stand Up Paddle). ","Hon håller i en åra/paddel (?) ","Hon ser ut att vara en siluett. ",,,,,,,,,,Man,Man,Man,Man,Man,Vet ej,Kvinna,Kvinna,Kvinna,Kvinna,Kvinna,Kvinna,Kvinna,Vet ej,Kvinna,Kvinna,Kvinna,Kvinna,Kvinna,Kvinna,24,Man,6,5,3,"Stämmer helt
7","Stämmer helt
7","Stämmer inte alls
1","Stämmer helt
7","Stämmer helt
7","Stämmer inte alls
1","Stämmer inte alls
1",4,"Stämmer inte alls
1","Mycket dåligt
1","Mycket dåligt
1","Mycket dåligt
1",Någon gång om året,Någon gång i månaden,"Nej, känner ingen som använder hen som sitt pronomen",,"Könsidentitet ",Nej,Nej,Inte det,bsgnkoy,,
2020-11-13 13:17:00,2020-11-13 13:27:47,IP Address,83.185.44.66,100,647,True,2020-11-13 13:27:48,R_WcBUy4vO9FqIzPH,,,,,59.361297607421875,17.971099853515625,anonymous,EN,Jag har läst informationen ovan och samtycker till att vara med i studien,,,,,,,Paddla kanot,"Sopar framför huset ","Tänker på bättre dagar ",,,,Man,Man,Kvinna,Man,Man,Kvinna,Kvinna,Kvinna,Kvinna,Kvinna,Man,Kvinna,Kvinna,Kvinna,Kvinna,Man,Kvinna,Kvinna,Kvinna,Kvinna,46,Man,4,5,6,6,4,4,4,5,5,3,6,5,3,5,5,Aldrig,Aldrig,"Nej, känner ingen som använder hen som sitt pronomen",,,,,,tzwzhxd,,
2020-11-13 13:20:00,2020-11-13 13:28:15,IP Address,81.170.230.67,100,494,True,2020-11-13 13:28:15,R_1kH0cNGcxdO73Pn,,,,,55.60589599609375,13.000701904296875,anonymous,EN,Jag har läst informationen ovan och samtycker till att vara med i studien,Hon står upp.,"Hon använder en åra. ","Hon lutar sig fram. ",,,,,,,,,,Man,Man,Kvinna,Man,Man,Vet ej,Kvinna,Kvinna,Kvinna,Kvinna,Kvinna,Vet ej,Kvinna,Kvinna,Kvinna,Vet ej,Kvinna,Kvinna,Kvinna,Kvinna,41,"Kvinna ",2,6,6,2,"Stämmer inte alls
1","Stämmer inte alls
1","Stämmer inte alls
1","Stämmer inte alls
1",4,"Stämmer inte alls
1","Stämmer helt
7","Stämmer inte alls
1","Mycket bra
7","Mycket bra
7",3,Någon gång per vecka,Någon gång per vecka,"Nej, känner ingen som använder hen som sitt pronomen",,"Om könsidentitet och fördomar. ","Nja, men jag kände att jag kodade för många som kvinnor. :)","Jag försökte att tänka bort det. ","Ja, flera kändes lite artificiella. ",xybzfre,,
2020-11-13 13:28:48,2020-11-13 13:35:03,IP Address,81.170.230.67,100,375,True,2020-11-13 13:35:03,R_12fEJFwchPRKkuJ,,,,,55.60589599609375,13.000701904296875,anonymous,EN,Jag har läst informationen ovan och samtycker till att vara med i studien,"Hon står upp. ",Hon använder en åra.,"Hon lutar sig fram. ",,,,,,,,,,Vet ej,Man,Kvinna,Man,Man,Vet ej,Kvinna,Kvinna,Kvinna,Kvinna,Kvinna,Kvinna,Kvinna,Kvinna,Kvinna,Kvinna,Kvinna,Kvinna,Kvinna,Kvinna,41,"Kvinna ",3,6,6,2,"Stämmer inte alls
1","Stämmer inte alls
1","Stämmer inte alls
1","Stämmer inte alls
1",4,"Stämmer inte alls
1","Stämmer helt
7","Stämmer inte alls
1","Mycket bra
7","Mycket bra
7",2,Någon gång per vecka,Någon gång per vecka,"Nej, känner ingen som använder hen som sitt pronomen",,"Könsidentitet och fördomar. ","Nja, men jag tyckte att jag kodade för många som kvinna. ","Jag försökte tänka bort det. ","Ja, flera kändes artificiella eller ihopsatta. ",xybzfre,,
2020-11-13 13:34:19,2020-11-13 13:41:03,IP Address,151.252.159.81,100,403,True,2020-11-13 13:41:03,R_1dg0jrOTAre8vb7,,,,,57.88330078125,13.016693115234375,anonymous,EN,Jag har läst informationen ovan och samtycker till att vara med i studien,,,,Han står på en bräda,Han paddlar,"Han tränar ",,,,,,,Man,Man,Man,Man,,Man,Kvinna,Man,Icke-binär,Kvinna,Man,Man,Kvinna,,Kvinna,,Kvinna,Kvinna,Kvinna,Kvinna,40,"Kvinna ",5,4,4,4,3,"Stämmer inte alls
1",2,6,4,5,3,2,6,6,6,Någon gång i månaden,Någon gång i månaden,"Nej, känner ingen som använder hen som sitt pronomen",,"Fördomar utifrån utseende ","Nej ",Nej,"Några var svåra att bedöma. Något kändes fotoshoppat ",hyngoau,,
2020-11-13 13:39:57,2020-11-13 13:42:41,IP Address,84.216.128.63,100,163,True,2020-11-13 13:42:41,R_1OP3JeeuTME9qcV,,,,,59.328704833984375,18.0717010498046875,anonymous,EN,Jag har läst informationen ovan och samtycker till att vara med i studien,,,,,,,"Hon är I fint ","Hon har en del ","Hon var så att ",,,,Kvinna,Kvinna,Kvinna,Kvinna,Kvinna,Kvinna,Kvinna,Kvinna,Kvinna,Kvinna,Kvinna,Kvinna,Kvinna,Kvinna,Kvinna,Kvinna,Kvinna,Kvinna,Kvinna,Kvinna,25,Man,"Stämmer inte alls
1",3,2,2,3,3,3,"Stämmer inte alls
1",2,4,3,6,2,3,5,Någon gång om året,Någon gång om året,"Ja, en kollega",,Nada,No,Yes,Poll,mrdyqth,,
